,ECC_PLOT_ABS,NULL_DIFF,NULL_SEM_LOW,NULL_SEM_HIGH
0,6.0,-2.6645352591003756e-17,-0.07384027971942872,0.07384027971942866
1,2.0,6.661338147750939e-18,-0.06214585580636726,0.06214585580636727
2,1.0,-0.064,-0.12776967855489724,-0.00023032144510275188
3,3.0,0.0416,-0.013467557169168837,0.09666755716916883
4,0.0,0.0352,-0.029158345135421433,0.09955834513542144
5,5.0,0.0256,-0.05924673348008393,0.11044673348008392
6,4.0,-0.059200000000000016,-0.1269629582335815,0.008562958233581455
7,6.0,0.02559999999999999,-0.04426919024789771,0.09546919024789768
8,2.0,-0.03840000000000001,-0.0960868570544412,0.019286857054441185
9,1.0,-0.012800000000000002,-0.06994080002384925,0.044340800023849256
10,3.0,0.00959999999999999,-0.060496428840559884,0.07969642884055986
11,0.0,-0.03199999999999999,-0.09191233636283613,0.02791233636283616
12,5.0,-0.022400000000000017,-0.09246401130710503,0.047664011307105
13,4.0,-0.001599999999999986,-0.07443037643283049,0.0712303764328305
14,6.0,-0.0352,-0.09402557458231572,0.023625574582315727
15,2.0,-0.03200000000000001,-0.0828909007760292,0.018890900776029187
16,1.0,-0.009600000000000011,-0.07671617031700644,0.05751617031700641
17,3.0,0.012799999999999992,-0.05523063835233652,0.0808306383523365
18,0.0,1.3322676295501878e-17,-0.06430184087067775,0.06430184087067778
19,5.0,0.006400000000000019,-0.06891467219412313,0.08171467219412316
20,4.0,0.03040000000000001,-0.04530579484132105,0.10610579484132107
21,6.0,0.009600000000000008,-0.06744435009554774,0.08664435009554776
22,2.0,0.003199999999999994,-0.0820527521535519,0.08845275215355189
23,1.0,0.0096,-0.05852407790750273,0.07772407790750273
24,3.0,0.04479999999999999,-0.023163817161128683,0.11276381716112867
25,0.0,-0.04799999999999999,-0.10941037598610731,0.013410375986107337
26,5.0,-0.09280000000000001,-0.16166043238729194,-0.02393956761270806
27,4.0,-0.02079999999999998,-0.09884629977489684,0.05724629977489687
28,6.0,0.05120000000000001,-0.008621261058552827,0.11102126105855284
29,2.0,0.009599999999999968,-0.05869061626266954,0.07789061626266948
30,1.0,-0.041599999999999984,-0.10216853687051344,0.018968536870513482
31,3.0,-0.0576,-0.14002925948848305,0.024829259488483052
32,0.0,-0.0288,-0.09476214636756972,0.03716214636756971
33,5.0,-0.006400000000000008,-0.07341454581468718,0.060614545814687164
34,4.0,0.007999999999999993,-0.061562873587683836,0.07756287358768382
35,6.0,-0.022400000000000007,-0.11556759071263573,0.07076759071263572
36,2.0,-0.006399999999999994,-0.05103114029580559,0.0382311402958056
37,1.0,-0.0096,-0.06645381874519311,0.04725381874519311
38,3.0,0.009600000000000003,-0.036186927900080976,0.055386927900080984
39,0.0,-4.440892098500626e-18,-0.07101730698122262,0.07101730698122262
40,5.0,0.0031999999999999806,-0.055160297770394884,0.061560297770394845
41,4.0,-0.06239999999999998,-0.12546755306928603,0.0006675530692860643
42,6.0,0.0128,-0.045715801104311136,0.07131580110431114
43,2.0,-0.09919999999999998,-0.16007532863029605,-0.038324671369703904
44,1.0,-0.05439999999999998,-0.12822181734141302,0.01942181734141305
45,3.0,0.03519999999999999,-0.04388727151586639,0.11428727151586637
46,0.0,0.044800000000000006,-0.01776847289724444,0.10736847289724445
47,5.0,-0.03520000000000001,-0.11889288927870663,0.04849288927870661
48,4.0,-0.04320000000000001,-0.09248527536677531,0.006085275366775285
49,6.0,-0.01600000000000001,-0.07814585580636728,0.04614585580636725
50,2.0,-0.0352,-0.11528635631203443,0.04488635631203442
51,1.0,0.00959999999999998,-0.04998533887575708,0.06918533887575705
52,3.0,0.019199999999999984,-0.043694409151458294,0.08209440915145826
53,0.0,-0.0032000000000000006,-0.07159698800356121,0.06519698800356122
54,5.0,-0.02560000000000002,-0.10018721143418191,0.04898721143418188
55,4.0,-0.046400000000000025,-0.12186534387714608,0.02906534387714603
56,6.0,0.015999999999999993,-0.05437460320111572,0.0863746032011157
57,2.0,-0.00959999999999999,-0.06975452971557378,0.05055452971557379
58,1.0,1.3322676295501878e-17,-0.05699749000296768,0.05699749000296771
59,3.0,-0.022399999999999993,-0.07218061721353258,0.0273806172135326
60,0.0,-0.009600000000000006,-0.06121782382297072,0.04201782382297071
61,5.0,0.016,-0.07788659206521598,0.10988659206521598
62,4.0,0.017600000000000008,-0.04251675132227552,0.07771675132227553
63,6.0,-0.07679999999999998,-0.15154542875297822,-0.0020545712470217553
64,2.0,0.0063999999999999925,-0.0549511567090875,0.06775115670908749
65,1.0,0.0032000000000000028,-0.06891565974236084,0.07531565974236086
66,3.0,-0.006400000000000001,-0.07082185319387817,0.05802185319387816
67,0.0,-0.009600000000000022,-0.07013101686637367,0.050931016866373635
68,5.0,0.022400000000000003,-0.03320128935040669,0.0780012893504067
69,4.0,-0.0656,-0.13691737694970316,0.005717376949703146
70,6.0,0.0416,-0.03649867789480582,0.11969867789480582
71,2.0,-0.096,-0.1766066233834218,-0.015393376616578192
72,1.0,-0.019200000000000002,-0.0775992124228289,0.039199212422828894
73,3.0,0.00959999999999999,-0.07408746013989395,0.09328746013989395
74,0.0,0.006400000000000019,-0.04118737258513074,0.053987372585130776
75,5.0,-4.440892098500626e-18,-0.08579465208979335,0.08579465208979335
76,4.0,0.0304,-0.056745087257665014,0.117545087257665
77,6.0,-0.0032000000000000097,-0.08322960174724767,0.07682960174724765
78,2.0,-0.02240000000000001,-0.1082052433684079,0.06340524336840786
79,1.0,0.0031999999999999984,-0.05257263425381035,0.05897263425381035
80,3.0,0.0031999999999999984,-0.08191940713472613,0.08831940713472612
81,0.0,0.012800000000000004,-0.046869159970669816,0.07246915997066983
82,5.0,-0.025600000000000015,-0.09315477661031371,0.04195477661031369
83,4.0,-0.04639999999999999,-0.09469816627905346,0.0018981662790534815
84,6.0,0.012800000000000002,-0.05091978330890942,0.07651978330890943
85,2.0,-0.025600000000000022,-0.08567894917345659,0.034478949173456536
86,1.0,-0.048,-0.12012825966553595,0.024128259665535945
87,3.0,0.06399999999999999,-0.008128259665535958,0.13612825966553593
88,0.0,0.025600000000000015,-0.03216556749772828,0.08336556749772832
89,5.0,0.0032000000000000184,-0.06618629288761133,0.07258629288761137
90,4.0,0.007999999999999998,-0.05095673544655618,0.06695673544655617
91,6.0,0.04799999999999999,-0.019068764711755837,0.11506876471175581
92,2.0,0.009600000000000004,-0.06033419090410636,0.07953419090410638
93,1.0,0.03199999999999999,-0.03176967855489725,0.09576967855489722
