PATH,NAME,PATH_QUALTRICS,NUMBER_QUALTRICS,ORIENTATION
https://storage.cloud.google.com/mooney_holistic_complete/,U0217.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0217.bmp,133,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0219.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0219.bmp,134,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0220.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0220.bmp,135,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0222.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0222.bmp,136,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0223.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0223.bmp,137,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0225.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0225.bmp,138,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0228.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0228.bmp,139,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0229.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0229.bmp,140,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0230.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0230.bmp,141,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0231.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0231.bmp,142,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0233.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0233.bmp,143,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0234.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0234.bmp,144,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0236.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0236.bmp,145,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0239.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0239.bmp,146,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0240.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0240.bmp,147,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0242.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0242.bmp,148,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0244.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0244.bmp,149,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0245.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0245.bmp,150,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0248.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0248.bmp,151,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0249.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0249.bmp,152,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0252.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0252.bmp,153,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0254.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0254.bmp,154,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0255.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0255.bmp,155,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0258.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0258.bmp,156,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0260.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0260.bmp,157,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0262.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0262.bmp,158,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0264.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0264.bmp,159,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0266.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0266.bmp,160,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0269.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0269.bmp,161,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0272.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0272.bmp,162,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0273.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0273.bmp,163,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0274.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0274.bmp,164,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0276.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0276.bmp,165,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0277.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0277.bmp,166,upright
