,IMAGE_NUMBER,MALE,FEMALE
144,145.0,18.181818181818183,81.81818181818183
145,146.0,90.9090909090909,9.090909090909092
146,147.0,90.9090909090909,9.090909090909092
147,148.0,63.63636363636363,36.36363636363637
148,149.0,0,100.0
149,150.0,90.9090909090909,9.090909090909092
150,151.0,90.9090909090909,9.090909090909092
151,152.0,100.0,0
152,153.0,0,100.0
153,154.0,81.81818181818183,18.181818181818183
154,155.0,9.090909090909092,90.9090909090909
155,156.0,9.090909090909092,90.9090909090909
156,157.0,90.9090909090909,9.090909090909092
157,158.0,0,100.0
158,159.0,0,100.0
159,160.0,81.81818181818183,18.181818181818183
160,161.0,90.9090909090909,9.090909090909092
161,162.0,90.9090909090909,9.090909090909092
162,163.0,100.0,0
163,164.0,90.9090909090909,9.090909090909092
164,165.0,9.090909090909092,90.9090909090909
165,166.0,90.9090909090909,9.090909090909092
166,167.0,27.27272727272727,72.72727272727273
167,168.0,9.090909090909092,90.9090909090909
168,169.0,100.0,0
169,170.0,100.0,0
170,171.0,100.0,0
171,172.0,90.9090909090909,9.090909090909092
172,173.0,0,100.0
173,174.0,0,100.0
174,175.0,45.45454545454545,54.54545454545454
175,176.0,0,100.0
176,177.0,81.81818181818183,18.181818181818183
177,178.0,100.0,0
178,179.0,9.090909090909092,90.9090909090909
179,180.0,9.090909090909092,90.9090909090909
180,181.0,90.9090909090909,9.090909090909092
181,182.0,9.090909090909092,90.9090909090909
182,183.0,9.090909090909092,90.9090909090909
183,184.0,100.0,0
184,185.0,9.090909090909092,90.9090909090909
185,186.0,100.0,0
186,187.0,18.181818181818183,81.81818181818183
187,188.0,9.090909090909092,90.9090909090909
188,189.0,81.81818181818183,18.181818181818183
189,190.0,90.9090909090909,9.090909090909092
190,191.0,100.0,0
191,192.0,90.9090909090909,9.090909090909092
192,193.0,0,100.0
193,194.0,27.27272727272727,72.72727272727273
194,195.0,18.181818181818183,81.81818181818183
195,196.0,90.9090909090909,9.090909090909092
196,197.0,100.0,0
197,198.0,90.9090909090909,9.090909090909092
198,199.0,100.0,0
199,200.0,18.181818181818183,81.81818181818183
200,201.0,9.090909090909092,90.9090909090909
201,202.0,9.090909090909092,90.9090909090909
202,203.0,54.54545454545454,45.45454545454545
203,204.0,9.090909090909092,90.9090909090909
204,205.0,100.0,0
205,206.0,81.81818181818183,18.181818181818183
206,207.0,100.0,0
207,208.0,100.0,0
208,209.0,100.0,0
209,210.0,100.0,0
210,211.0,81.81818181818183,18.181818181818183
211,212.0,9.090909090909092,90.9090909090909
212,213.0,27.27272727272727,72.72727272727273
213,214.0,18.181818181818183,81.81818181818183
214,215.0,9.090909090909092,90.9090909090909
215,216.0,9.090909090909092,90.9090909090909
216,217.0,9.090909090909092,90.9090909090909
217,218.0,0,100.0
218,219.0,9.090909090909092,90.9090909090909
219,220.0,0,100.0
220,221.0,9.090909090909092,90.9090909090909
221,222.0,9.090909090909092,90.9090909090909
222,223.0,0,100.0
223,224.0,9.090909090909092,90.9090909090909
224,225.0,9.090909090909092,90.9090909090909
225,226.0,90.9090909090909,9.090909090909092
226,227.0,90.9090909090909,9.090909090909092
227,228.0,72.72727272727273,27.27272727272727
228,229.0,90.9090909090909,9.090909090909092
229,230.0,100.0,0
230,231.0,27.27272727272727,72.72727272727273
231,232.0,18.181818181818183,81.81818181818183
232,233.0,90.9090909090909,9.090909090909092
233,234.0,81.81818181818183,18.181818181818183
234,235.0,81.81818181818183,18.181818181818183
235,236.0,90.9090909090909,9.090909090909092
236,237.0,81.81818181818183,18.181818181818183
237,238.0,90.9090909090909,9.090909090909092
238,239.0,45.45454545454545,54.54545454545454
239,240.0,81.81818181818183,18.181818181818183
240,241.0,100.0,0
241,242.0,27.27272727272727,72.72727272727273
242,243.0,90.9090909090909,9.090909090909092
243,244.0,100.0,0
244,245.0,90.9090909090909,9.090909090909092
245,246.0,72.72727272727273,27.27272727272727
246,247.0,0,100.0
247,248.0,0,100.0
248,249.0,100.0,0
249,250.0,18.181818181818183,81.81818181818183
250,251.0,90.9090909090909,9.090909090909092
251,252.0,18.181818181818183,81.81818181818183
252,253.0,81.81818181818183,18.181818181818183
253,254.0,100.0,0
254,255.0,100.0,0
255,256.0,0,100.0
256,257.0,90.9090909090909,9.090909090909092
257,258.0,90.9090909090909,9.090909090909092
258,259.0,18.181818181818183,81.81818181818183
259,260.0,100.0,0
260,261.0,90.9090909090909,9.090909090909092
261,262.0,45.45454545454545,54.54545454545454
262,263.0,18.181818181818183,81.81818181818183
263,264.0,72.72727272727273,27.27272727272727
264,265.0,100.0,0
265,266.0,18.181818181818183,81.81818181818183
266,267.0,90.9090909090909,9.090909090909092
267,268.0,100.0,0
268,269.0,81.81818181818183,18.181818181818183
269,270.0,90.9090909090909,9.090909090909092
270,271.0,9.090909090909092,90.9090909090909
271,272.0,100.0,0
272,273.0,18.181818181818183,81.81818181818183
273,274.0,90.9090909090909,9.090909090909092
274,275.0,100.0,0
275,276.0,9.090909090909092,90.9090909090909
276,277.0,90.9090909090909,9.090909090909092
277,278.0,0,100.0
