PATH,ORIGINAL,PATH_QUALTRICS,,NUMBER_QUALTRICS,IS_TRAP
https://storage.cloud.google.com/gender_mooneys/,U0264.bmp,https://storage.cloud.google.com/gender_mooneys/U0264.bmp,,159,no
https://storage.cloud.google.com/gender_mooneys/,U0266.bmp,https://storage.cloud.google.com/gender_mooneys/U0266.bmp,,160,no
https://storage.cloud.google.com/gender_mooneys/,U0269.bmp,https://storage.cloud.google.com/gender_mooneys/U0269.bmp,,161,no
https://storage.cloud.google.com/gender_mooneys/,U0272.bmp,https://storage.cloud.google.com/gender_mooneys/U0272.bmp,,162,no
https://storage.cloud.google.com/gender_mooneys/,U0273.bmp,https://storage.cloud.google.com/gender_mooneys/U0273.bmp,,163,no
https://storage.cloud.google.com/gender_mooneys/,U0274.bmp,https://storage.cloud.google.com/gender_mooneys/U0274.bmp,,164,no
https://storage.cloud.google.com/gender_mooneys/,U0276.bmp,https://storage.cloud.google.com/gender_mooneys/U0276.bmp,,165,no
https://storage.cloud.google.com/gender_mooneys/,U0277.bmp,https://storage.cloud.google.com/gender_mooneys/U0277.bmp,,166,no
https://storage.cloud.google.com/gender_mooneys/,U0280.bmp,https://storage.cloud.google.com/gender_mooneys/U0280.bmp,,167,no
https://storage.cloud.google.com/gender_mooneys/,U0283.bmp,https://storage.cloud.google.com/gender_mooneys/U0283.bmp,,168,no
https://storage.cloud.google.com/gender_mooneys/,U0284.bmp,https://storage.cloud.google.com/gender_mooneys/U0284.bmp,,169,no
https://storage.cloud.google.com/gender_mooneys/,U0286.bmp,https://storage.cloud.google.com/gender_mooneys/U0286.bmp,,170,no
https://storage.cloud.google.com/gender_mooneys/,U0288.bmp,https://storage.cloud.google.com/gender_mooneys/U0288.bmp,,171,no
https://storage.cloud.google.com/gender_mooneys/,U0291.bmp,https://storage.cloud.google.com/gender_mooneys/U0291.bmp,,172,no
https://storage.cloud.google.com/gender_mooneys/,U0292.bmp,https://storage.cloud.google.com/gender_mooneys/U0292.bmp,,173,no
https://storage.cloud.google.com/gender_mooneys/,U0293.bmp,https://storage.cloud.google.com/gender_mooneys/U0293.bmp,,174,no
https://storage.cloud.google.com/gender_mooneys/,U0294.bmp,https://storage.cloud.google.com/gender_mooneys/U0294.bmp,,175,no
https://storage.cloud.google.com/gender_mooneys/,U0295.bmp,https://storage.cloud.google.com/gender_mooneys/U0295.bmp,,176,no
https://storage.cloud.google.com/gender_mooneys/,U0296.bmp,https://storage.cloud.google.com/gender_mooneys/U0296.bmp,,177,no
https://storage.cloud.google.com/gender_mooneys/,U0297.bmp,https://storage.cloud.google.com/gender_mooneys/U0297.bmp,,178,no
https://storage.cloud.google.com/gender_mooneys/,U0298.bmp,https://storage.cloud.google.com/gender_mooneys/U0298.bmp,,179,no
https://storage.cloud.google.com/gender_mooneys/,U0301.bmp,https://storage.cloud.google.com/gender_mooneys/U0301.bmp,,180,no
https://storage.cloud.google.com/gender_mooneys/,U0302.bmp,https://storage.cloud.google.com/gender_mooneys/U0302.bmp,,181,no
https://storage.cloud.google.com/gender_mooneys/,U0304.bmp,https://storage.cloud.google.com/gender_mooneys/U0304.bmp,,182,no
https://storage.cloud.google.com/gender_mooneys/,U0305.bmp,https://storage.cloud.google.com/gender_mooneys/U0305.bmp,,183,no
https://storage.cloud.google.com/gender_mooneys/,U0307.bmp,https://storage.cloud.google.com/gender_mooneys/U0307.bmp,,184,no
https://storage.cloud.google.com/gender_mooneys/,U0309.bmp,https://storage.cloud.google.com/gender_mooneys/U0309.bmp,,185,no
